Major_dist,Major_link,Major_points
17.44,29,({277.5, 132.5, 0}{293, 140.5, 0})
17.5,40,({277.5, 132.5, 0}{267, 118.5, 0})
18.67,30,({247, 155.5, 0}{265.5, 153, 0})
27.95,51,({247, 155.5, 0}{228, 135, 0})
29.47,39,({247, 155.5, 0}{254.5, 127, 0})
30.7,41,({247, 155.5, 0}{255.5, 126, 0})
32.5,14,({247, 155.5, 0}{277, 168, 0})
0.5,36,({278, 123, 0}{277.5, 123, 0})
9.51,33,({278, 123, 0}{277.5, 132.5, 0})
11.88,40,({278, 123, 0}{267, 118.5, 0})
21.51,46,({278, 123, 0}{278.5, 101.5, 0})
22,47,({278, 123, 0}{278, 101, 0})
0.5,35,({277.5, 123, 0}{278, 123, 0})
9.5,33,({277.5, 123, 0}{277.5, 132.5, 0})
11.42,40,({277.5, 123, 0}{267, 118.5, 0})
21.52,46,({277.5, 123, 0}{278.5, 101.5, 0})
22.01,47,({277.5, 123, 0}{278, 101, 0})
16.19,56,({309, 109.5, 0}{311.5, 93.5, 0})
16.19,55,({309, 109.5, 0}{311.5, 93.5, 0})
22.34,53,({309, 109.5, 0}{292, 95, 0})
30.36,54,({309, 109.5, 0}{338, 100.5, 0})
31.53,46,({309, 109.5, 0}{278.5, 101.5, 0})
24.88,32,({370, 146.5, 0}{360.5, 169.5, 0})
37.74,44,({370, 146.5, 0}{390, 178.5, 0})
44.58,16,({370, 146.5, 0}{329, 164, 0})
47.45,52,({370, 146.5, 0}{347, 105, 0})
47.46,31,({370, 146.5, 0}{360.5, 193, 0})
1.41,41,({254.5, 127, 0}{255.5, 126, 0})
15.12,40,({254.5, 127, 0}{267, 118.5, 0})
23.35,36,({254.5, 127, 0}{277.5, 123, 0})
23.65,33,({254.5, 127, 0}{277.5, 132.5, 0})
23.84,35,({254.5, 127, 0}{278, 123, 0})
11.42,36,({267, 118.5, 0}{277.5, 123, 0})
11.88,35,({267, 118.5, 0}{278, 123, 0})
13.73,41,({267, 118.5, 0}{255.5, 126, 0})
15.12,39,({267, 118.5, 0}{254.5, 127, 0})
17.5,33,({267, 118.5, 0}{277.5, 132.5, 0})
1.41,39,({255.5, 126, 0}{254.5, 127, 0})
13.73,40,({255.5, 126, 0}{267, 118.5, 0})
22.2,36,({255.5, 126, 0}{277.5, 123, 0})
22.7,35,({255.5, 126, 0}{278, 123, 0})
22.94,33,({255.5, 126, 0}{277.5, 132.5, 0})
0,43,({315, 271.5, 0}{315, 271.5, 0})
45.62,28,({315, 271.5, 0}{294, 231, 0})
45.62,27,({315, 271.5, 0}{294, 231, 0})
61.4,5,({315, 271.5, 0}{308, 210.5, 0})
61.4,4,({315, 271.5, 0}{308, 210.5, 0})
0,42,({315, 271.5, 0}{315, 271.5, 0})
45.62,28,({315, 271.5, 0}{294, 231, 0})
45.62,27,({315, 271.5, 0}{294, 231, 0})
61.4,5,({315, 271.5, 0}{308, 210.5, 0})
61.4,4,({315, 271.5, 0}{308, 210.5, 0})
30.84,32,({390, 178.5, 0}{360.5, 169.5, 0})
32.87,31,({390, 178.5, 0}{360.5, 193, 0})
37.74,38,({390, 178.5, 0}{370, 146.5, 0})
50.42,48,({390, 178.5, 0}{383.5, 228.5, 0})
56.04,15,({390, 178.5, 0}{336, 193.5, 0})
16.28,50,({217, 185.5, 0}{214, 201.5, 0})
16.28,49,({217, 185.5, 0}{214, 201.5, 0})
42.43,34,({217, 185.5, 0}{247, 155.5, 0})
49.81,24,({217, 185.5, 0}{264.5, 200.5, 0})
51.68,51,({217, 185.5, 0}{228, 135, 0})
0.71,47,({278.5, 101.5, 0}{278, 101, 0})
14.98,53,({278.5, 101.5, 0}{292, 95, 0})
20.52,40,({278.5, 101.5, 0}{267, 118.5, 0})
21.51,35,({278.5, 101.5, 0}{278, 123, 0})
21.52,36,({278.5, 101.5, 0}{277.5, 123, 0})
0.71,46,({278, 101, 0}{278.5, 101.5, 0})
15.23,53,({278, 101, 0}{292, 95, 0})
20.67,40,({278, 101, 0}{267, 118.5, 0})
22,35,({278, 101, 0}{278, 123, 0})
22.01,36,({278, 101, 0}{277.5, 123, 0})
42.3,31,({383.5, 228.5, 0}{360.5, 193, 0})
50.42,44,({383.5, 228.5, 0}{390, 178.5, 0})
59,15,({383.5, 228.5, 0}{336, 193.5, 0})
61.05,8,({383.5, 228.5, 0}{328.5, 202, 0})
63.32,32,({383.5, 228.5, 0}{360.5, 169.5, 0})
0,50,({214, 201.5, 0}{214, 201.5, 0})
16.28,45,({214, 201.5, 0}{217, 185.5, 0})
50.51,24,({214, 201.5, 0}{264.5, 200.5, 0})
53.01,22,({214, 201.5, 0}{267, 202.5, 0})
56.61,34,({214, 201.5, 0}{247, 155.5, 0})
0,49,({214, 201.5, 0}{214, 201.5, 0})
16.28,45,({214, 201.5, 0}{217, 185.5, 0})
50.51,24,({214, 201.5, 0}{264.5, 200.5, 0})
53.01,22,({214, 201.5, 0}{267, 202.5, 0})
56.61,34,({214, 201.5, 0}{247, 155.5, 0})
27.68,39,({228, 135, 0}{254.5, 127, 0})
27.95,34,({228, 135, 0}{247, 155.5, 0})
28.94,41,({228, 135, 0}{255.5, 126, 0})
41.6,30,({228, 135, 0}{265.5, 153, 0})
42.35,40,({228, 135, 0}{267, 118.5, 0})
10.06,54,({347, 105, 0}{338, 100.5, 0})
37.32,56,({347, 105, 0}{311.5, 93.5, 0})
37.32,55,({347, 105, 0}{311.5, 93.5, 0})
38.27,37,({347, 105, 0}{309, 109.5, 0})
47.45,38,({347, 105, 0}{370, 146.5, 0})
14.98,46,({292, 95, 0}{278.5, 101.5, 0})
15.23,47,({292, 95, 0}{278, 101, 0})
19.56,56,({292, 95, 0}{311.5, 93.5, 0})
19.56,55,({292, 95, 0}{311.5, 93.5, 0})
22.34,37,({292, 95, 0}{309, 109.5, 0})
10.06,52,({338, 100.5, 0}{347, 105, 0})
27.41,56,({338, 100.5, 0}{311.5, 93.5, 0})
27.41,55,({338, 100.5, 0}{311.5, 93.5, 0})
30.36,37,({338, 100.5, 0}{309, 109.5, 0})
46.33,53,({338, 100.5, 0}{292, 95, 0})
0,56,({311.5, 93.5, 0}{311.5, 93.5, 0})
16.19,37,({311.5, 93.5, 0}{309, 109.5, 0})
19.56,53,({311.5, 93.5, 0}{292, 95, 0})
27.41,54,({311.5, 93.5, 0}{338, 100.5, 0})
33.96,46,({311.5, 93.5, 0}{278.5, 101.5, 0})
0,55,({311.5, 93.5, 0}{311.5, 93.5, 0})
16.19,37,({311.5, 93.5, 0}{309, 109.5, 0})
19.56,53,({311.5, 93.5, 0}{292, 95, 0})
27.41,54,({311.5, 93.5, 0}{338, 100.5, 0})
33.96,46,({311.5, 93.5, 0}{278.5, 101.5, 0})
15.24,4,({286, 180.5, 0}{274.5, 190.5, 0})
19.53,2,({286, 180.5, 0}{298.5, 165.5, 0})
22.74,5,({286, 180.5, 0}{273.5, 199.5, 0})
26.91,3,({286, 180.5, 0}{308, 165, 0})
27.66,1,({286, 180.5, 0}{292, 207.5, 0})
20.13,7,({292, 207.5, 0}{287, 227, 0})
20.16,5,({292, 207.5, 0}{273.5, 199.5, 0})
24.4,4,({292, 207.5, 0}{274.5, 190.5, 0})
27.66,0,({292, 207.5, 0}{286, 180.5, 0})
31.62,8,({292, 207.5, 0}{262, 197.5, 0})
9.51,3,({298.5, 165.5, 0}{308, 165, 0})
19.53,0,({298.5, 165.5, 0}{286, 180.5, 0})
21.73,12,({298.5, 165.5, 0}{290, 145.5, 0})
24.7,11,({298.5, 165.5, 0}{311.5, 144.5, 0})
27.02,15,({298.5, 165.5, 0}{297.5, 138.5, 0})
9.51,2,({308, 165, 0}{298.5, 165.5, 0})
20.8,11,({308, 165, 0}{311.5, 144.5, 0})
26.54,12,({308, 165, 0}{290, 145.5, 0})
26.86,9,({308, 165, 0}{332.5, 154, 0})
26.91,0,({308, 165, 0}{286, 180.5, 0})
9.06,5,({274.5, 190.5, 0}{273.5, 199.5, 0})
14.33,8,({274.5, 190.5, 0}{262, 197.5, 0})
15.24,0,({274.5, 190.5, 0}{286, 180.5, 0})
17.07,13,({274.5, 190.5, 0}{257.5, 192, 0})
24.4,1,({274.5, 190.5, 0}{292, 207.5, 0})
9.06,4,({273.5, 199.5, 0}{274.5, 190.5, 0})
11.67,8,({273.5, 199.5, 0}{262, 197.5, 0})
17.67,13,({273.5, 199.5, 0}{257.5, 192, 0})
20.16,1,({273.5, 199.5, 0}{292, 207.5, 0})
22.74,0,({273.5, 199.5, 0}{286, 180.5, 0})
28,10,({344, 196, 0}{344.5, 168, 0})
39.6,33,({344, 196, 0}{372, 224, 0})
41.14,14,({344, 196, 0}{329.5, 234.5, 0})
43.55,9,({344, 196, 0}{332.5, 154, 0})
47.51,3,({344, 196, 0}{308, 165, 0})
14.71,16,({287, 227, 0}{291.5, 241, 0})
20.13,1,({287, 227, 0}{292, 207.5, 0})
30.63,5,({287, 227, 0}{273.5, 199.5, 0})
38.58,4,({287, 227, 0}{274.5, 190.5, 0})
38.67,8,({287, 227, 0}{262, 197.5, 0})
7.11,13,({262, 197.5, 0}{257.5, 192, 0})
11.67,5,({262, 197.5, 0}{273.5, 199.5, 0})
14.33,4,({262, 197.5, 0}{274.5, 190.5, 0})
20.62,25,({262, 197.5, 0}{246, 210.5, 0})
24.55,21,({262, 197.5, 0}{248.5, 177, 0})
18.44,10,({332.5, 154, 0}{344.5, 168, 0})
23.05,11,({332.5, 154, 0}{311.5, 144.5, 0})
24.42,19,({332.5, 154, 0}{316, 136, 0})
26.86,3,({332.5, 154, 0}{308, 165, 0})
28.5,31,({332.5, 154, 0}{359, 143.5, 0})
18.44,9,({344.5, 168, 0}{332.5, 154, 0})
28,6,({344.5, 168, 0}{344, 196, 0})
28.47,31,({344.5, 168, 0}{359, 143.5, 0})
28.9,32,({344.5, 168, 0}{359, 143, 0})
36.62,3,({344.5, 168, 0}{308, 165, 0})
9.62,19,({311.5, 144.5, 0}{316, 136, 0})
15.23,15,({311.5, 144.5, 0}{297.5, 138.5, 0})
20.8,3,({311.5, 144.5, 0}{308, 165, 0})
21.52,12,({311.5, 144.5, 0}{290, 145.5, 0})
21.64,26,({311.5, 144.5, 0}{297.5, 128, 0})
10.26,15,({290, 145.5, 0}{297.5, 138.5, 0})
12.62,20,({290, 145.5, 0}{279.5, 138.5, 0})
19.04,26,({290, 145.5, 0}{297.5, 128, 0})
19.47,27,({290, 145.5, 0}{280.5, 128.5, 0})
19.66,28,({290, 145.5, 0}{287.5, 126, 0})
7.11,8,({257.5, 192, 0}{262, 197.5, 0})
17.07,4,({257.5, 192, 0}{274.5, 190.5, 0})
17.49,21,({257.5, 192, 0}{248.5, 177, 0})
17.67,5,({257.5, 192, 0}{273.5, 199.5, 0})
17.76,24,({257.5, 192, 0}{248, 177, 0})
38.55,16,({329.5, 234.5, 0}{291.5, 241, 0})
41.14,6,({329.5, 234.5, 0}{344, 196, 0})
43.16,7,({329.5, 234.5, 0}{287, 227, 0})
43.78,33,({329.5, 234.5, 0}{372, 224, 0})
46.21,1,({329.5, 234.5, 0}{292, 207.5, 0})
10.26,12,({297.5, 138.5, 0}{290, 145.5, 0})
10.5,26,({297.5, 138.5, 0}{297.5, 128, 0})
15.23,11,({297.5, 138.5, 0}{311.5, 144.5, 0})
16.01,28,({297.5, 138.5, 0}{287.5, 126, 0})
18,20,({297.5, 138.5, 0}{279.5, 138.5, 0})
14.71,7,({291.5, 241, 0}{287, 227, 0})
33.24,38,({291.5, 241, 0}{287.5, 274, 0})
33.24,37,({291.5, 241, 0}{287.5, 274, 0})
33.5,1,({291.5, 241, 0}{292, 207.5, 0})
38.55,14,({291.5, 241, 0}{329.5, 234.5, 0})
2.55,18,({260.5, 160.5, 0}{260, 158, 0})
15.31,30,({260.5, 160.5, 0}{248.5, 151, 0})
15.89,22,({260.5, 160.5, 0}{267, 146, 0})
16.55,23,({260.5, 160.5, 0}{267.5, 145.5, 0})
20.4,21,({260.5, 160.5, 0}{248.5, 177, 0})
2.55,17,({260, 158, 0}{260.5, 160.5, 0})
13.46,30,({260, 158, 0}{248.5, 151, 0})
13.89,22,({260, 158, 0}{267, 146, 0})
14.58,23,({260, 158, 0}{267.5, 145.5, 0})
22.21,21,({260, 158, 0}{248.5, 177, 0})
9.62,11,({316, 136, 0}{311.5, 144.5, 0})
18.67,15,({316, 136, 0}{297.5, 138.5, 0})
20.16,26,({316, 136, 0}{297.5, 128, 0})
24.42,9,({316, 136, 0}{332.5, 154, 0})
27.68,12,({316, 136, 0}{290, 145.5, 0})
10.05,27,({279.5, 138.5, 0}{280.5, 128.5, 0})
11.66,29,({279.5, 138.5, 0}{269.5, 132.5, 0})
12.62,12,({279.5, 138.5, 0}{290, 145.5, 0})
13.89,23,({279.5, 138.5, 0}{267.5, 145.5, 0})
14.58,22,({279.5, 138.5, 0}{267, 146, 0})
0.5,24,({248.5, 177, 0}{248, 177, 0})
17.49,13,({248.5, 177, 0}{257.5, 192, 0})
20.4,17,({248.5, 177, 0}{260.5, 160.5, 0})
22.21,18,({248.5, 177, 0}{260, 158, 0})
24.55,8,({248.5, 177, 0}{262, 197.5, 0})
0.71,23,({267, 146, 0}{267.5, 145.5, 0})
13.73,29,({267, 146, 0}{269.5, 132.5, 0})
13.89,18,({267, 146, 0}{260, 158, 0})
14.58,20,({267, 146, 0}{279.5, 138.5, 0})
15.89,17,({267, 146, 0}{260.5, 160.5, 0})
0.71,22,({267.5, 145.5, 0}{267, 146, 0})
13.15,29,({267.5, 145.5, 0}{269.5, 132.5, 0})
13.89,20,({267.5, 145.5, 0}{279.5, 138.5, 0})
14.58,18,({267.5, 145.5, 0}{260, 158, 0})
16.55,17,({267.5, 145.5, 0}{260.5, 160.5, 0})
0.5,21,({248, 177, 0}{248.5, 177, 0})
17.76,13,({248, 177, 0}{257.5, 192, 0})
20.7,17,({248, 177, 0}{260.5, 160.5, 0})
22.47,18,({248, 177, 0}{260, 158, 0})
24.82,8,({248, 177, 0}{262, 197.5, 0})
19.83,36,({246, 210.5, 0}{229.5, 221.5, 0})
20.62,8,({246, 210.5, 0}{262, 197.5, 0})
21.78,13,({246, 210.5, 0}{257.5, 192, 0})
29.62,5,({246, 210.5, 0}{273.5, 199.5, 0})
33.38,40,({246, 210.5, 0}{214, 201, 0})
10.2,28,({297.5, 128, 0}{287.5, 126, 0})
10.5,15,({297.5, 128, 0}{297.5, 138.5, 0})
17.01,27,({297.5, 128, 0}{280.5, 128.5, 0})
19.04,12,({297.5, 128, 0}{290, 145.5, 0})
20.16,19,({297.5, 128, 0}{316, 136, 0})
7.43,28,({280.5, 128.5, 0}{287.5, 126, 0})
10.05,20,({280.5, 128.5, 0}{279.5, 138.5, 0})
11.7,29,({280.5, 128.5, 0}{269.5, 132.5, 0})
17.01,26,({280.5, 128.5, 0}{297.5, 128, 0})
19.47,12,({280.5, 128.5, 0}{290, 145.5, 0})
7.43,27,({287.5, 126, 0}{280.5, 128.5, 0})
10.2,26,({287.5, 126, 0}{297.5, 128, 0})
14.84,20,({287.5, 126, 0}{279.5, 138.5, 0})
16.01,15,({287.5, 126, 0}{297.5, 138.5, 0})
19.14,29,({287.5, 126, 0}{269.5, 132.5, 0})
11.66,20,({269.5, 132.5, 0}{279.5, 138.5, 0})
11.7,27,({269.5, 132.5, 0}{280.5, 128.5, 0})
13.15,23,({269.5, 132.5, 0}{267.5, 145.5, 0})
13.73,22,({269.5, 132.5, 0}{267, 146, 0})
19.14,28,({269.5, 132.5, 0}{287.5, 126, 0})
13.46,18,({248.5, 151, 0}{260, 158, 0})
15.31,17,({248.5, 151, 0}{260.5, 160.5, 0})
19.16,22,({248.5, 151, 0}{267, 146, 0})
19.78,23,({248.5, 151, 0}{267.5, 145.5, 0})
26,21,({248.5, 151, 0}{248.5, 177, 0})
0.5,32,({359, 143.5, 0}{359, 143, 0})
28.47,10,({359, 143.5, 0}{344.5, 168, 0})
28.5,9,({359, 143.5, 0}{332.5, 154, 0})
28.99,35,({359, 143.5, 0}{343.5, 119, 0})
31.1,34,({359, 143.5, 0}{340.5, 118.5, 0})
0.5,31,({359, 143, 0}{359, 143.5, 0})
28.57,35,({359, 143, 0}{343.5, 119, 0})
28.69,9,({359, 143, 0}{332.5, 154, 0})
28.9,10,({359, 143, 0}{344.5, 168, 0})
30.7,34,({359, 143, 0}{340.5, 118.5, 0})
39.6,6,({372, 224, 0}{344, 196, 0})
43.78,14,({372, 224, 0}{329.5, 234.5, 0})
50.36,44,({372, 224, 0}{396.5, 180, 0})
62.39,10,({372, 224, 0}{344.5, 168, 0})
80.38,9,({372, 224, 0}{332.5, 154, 0})
3.04,35,({340.5, 118.5, 0}{343.5, 119, 0})
16.53,49,({340.5, 118.5, 0}{341.5, 102, 0})
17.24,47,({340.5, 118.5, 0}{355.5, 110, 0})
18.2,52,({340.5, 118.5, 0}{347, 101.5, 0})
22.19,51,({340.5, 118.5, 0}{335, 97, 0})
3.04,34,({343.5, 119, 0}{340.5, 118.5, 0})
15,47,({343.5, 119, 0}{355.5, 110, 0})
17.12,49,({343.5, 119, 0}{341.5, 102, 0})
17.85,52,({343.5, 119, 0}{347, 101.5, 0})
23.58,51,({343.5, 119, 0}{335, 97, 0})
19.83,25,({229.5, 221.5, 0}{246, 210.5, 0})
25.22,41,({229.5, 221.5, 0}{213.5, 202, 0})
25.7,40,({229.5, 221.5, 0}{214, 201, 0})
27.58,48,({229.5, 221.5, 0}{210, 202, 0})
40.4,8,({229.5, 221.5, 0}{262, 197.5, 0})
0,38,({287.5, 274, 0}{287.5, 274, 0})
6.67,43,({287.5, 274, 0}{289, 280.5, 0})
6.67,42,({287.5, 274, 0}{289, 280.5, 0})
33.24,16,({287.5, 274, 0}{291.5, 241, 0})
47,7,({287.5, 274, 0}{287, 227, 0})
0,37,({287.5, 274, 0}{287.5, 274, 0})
6.67,43,({287.5, 274, 0}{289, 280.5, 0})
6.67,42,({287.5, 274, 0}{289, 280.5, 0})
33.24,16,({287.5, 274, 0}{291.5, 241, 0})
47,7,({287.5, 274, 0}{287, 227, 0})
15.89,51,({319.5, 100.5, 0}{335, 97, 0})
22.05,49,({319.5, 100.5, 0}{341.5, 102, 0})
27.52,52,({319.5, 100.5, 0}{347, 101.5, 0})
27.66,34,({319.5, 100.5, 0}{340.5, 118.5, 0})
30.3,35,({319.5, 100.5, 0}{343.5, 119, 0})
1.12,41,({214, 201, 0}{213.5, 202, 0})
4.12,48,({214, 201, 0}{210, 202, 0})
25.7,36,({214, 201, 0}{229.5, 221.5, 0})
33.38,25,({214, 201, 0}{246, 210.5, 0})
41.62,24,({214, 201, 0}{248, 177, 0})
1.12,40,({213.5, 202, 0}{214, 201, 0})
3.5,48,({213.5, 202, 0}{210, 202, 0})
25.22,36,({213.5, 202, 0}{229.5, 221.5, 0})
33.59,25,({213.5, 202, 0}{246, 210.5, 0})
42.61,24,({213.5, 202, 0}{248, 177, 0})
0,43,({289, 280.5, 0}{289, 280.5, 0})
6.67,38,({289, 280.5, 0}{287.5, 274, 0})
6.67,37,({289, 280.5, 0}{287.5, 274, 0})
39.58,16,({289, 280.5, 0}{291.5, 241, 0})
53.54,7,({289, 280.5, 0}{287, 227, 0})
0,42,({289, 280.5, 0}{289, 280.5, 0})
6.67,38,({289, 280.5, 0}{287.5, 274, 0})
6.67,37,({289, 280.5, 0}{287.5, 274, 0})
39.58,16,({289, 280.5, 0}{291.5, 241, 0})
53.54,7,({289, 280.5, 0}{287, 227, 0})
50.36,33,({396.5, 180, 0}{372, 224, 0})
52.33,31,({396.5, 180, 0}{359, 143.5, 0})
52.68,32,({396.5, 180, 0}{359, 143, 0})
53.37,10,({396.5, 180, 0}{344.5, 168, 0})
54.88,6,({396.5, 180, 0}{344, 196, 0})
6.32,50,({242, 119, 0}{236, 121, 0})
6.58,53,({242, 119, 0}{235.5, 120, 0})
22.3,46,({242, 119, 0}{227, 135.5, 0})
30.63,29,({242, 119, 0}{269.5, 132.5, 0})
32.65,30,({242, 119, 0}{248.5, 151, 0})
17.07,50,({227, 135.5, 0}{236, 121, 0})
17.68,53,({227, 135.5, 0}{235.5, 120, 0})
22.3,45,({227, 135.5, 0}{242, 119, 0})
26.5,30,({227, 135.5, 0}{248.5, 151, 0})
39.94,18,({227, 135.5, 0}{260, 158, 0})
12.02,52,({355.5, 110, 0}{347, 101.5, 0})
15,35,({355.5, 110, 0}{343.5, 119, 0})
16.12,49,({355.5, 110, 0}{341.5, 102, 0})
17.24,34,({355.5, 110, 0}{340.5, 118.5, 0})
24.27,51,({355.5, 110, 0}{335, 97, 0})
3.5,41,({210, 202, 0}{213.5, 202, 0})
4.12,40,({210, 202, 0}{214, 201, 0})
27.58,36,({210, 202, 0}{229.5, 221.5, 0})
36.99,25,({210, 202, 0}{246, 210.5, 0})
45.49,24,({210, 202, 0}{248, 177, 0})
5.52,52,({341.5, 102, 0}{347, 101.5, 0})
8.2,51,({341.5, 102, 0}{335, 97, 0})
16.12,47,({341.5, 102, 0}{355.5, 110, 0})
16.53,34,({341.5, 102, 0}{340.5, 118.5, 0})
17.12,35,({341.5, 102, 0}{343.5, 119, 0})
1.12,53,({236, 121, 0}{235.5, 120, 0})
6.32,45,({236, 121, 0}{242, 119, 0})
17.07,46,({236, 121, 0}{227, 135.5, 0})
32.5,30,({236, 121, 0}{248.5, 151, 0})
35.42,29,({236, 121, 0}{269.5, 132.5, 0})
8.2,49,({335, 97, 0}{341.5, 102, 0})
12.82,52,({335, 97, 0}{347, 101.5, 0})
15.89,39,({335, 97, 0}{319.5, 100.5, 0})
22.19,34,({335, 97, 0}{340.5, 118.5, 0})
23.58,35,({335, 97, 0}{343.5, 119, 0})
5.52,49,({347, 101.5, 0}{341.5, 102, 0})
12.02,47,({347, 101.5, 0}{355.5, 110, 0})
12.82,51,({347, 101.5, 0}{335, 97, 0})
17.85,35,({347, 101.5, 0}{343.5, 119, 0})
18.2,34,({347, 101.5, 0}{340.5, 118.5, 0})
1.12,50,({235.5, 120, 0}{236, 121, 0})
6.58,45,({235.5, 120, 0}{242, 119, 0})
17.68,46,({235.5, 120, 0}{227, 135.5, 0})
33.62,30,({235.5, 120, 0}{248.5, 151, 0})
36.22,29,({235.5, 120, 0}{269.5, 132.5, 0})
13.65,2,({313, 189.5, 0}{311, 176, 0})
13.73,1,({313, 189.5, 0}{310.5, 176, 0})
15.12,4,({313, 189.5, 0}{325.5, 181, 0})
16.38,6,({313, 189.5, 0}{327, 181, 0})
21.21,3,({313, 189.5, 0}{298, 174.5, 0})
0.5,2,({310.5, 176, 0}{311, 176, 0})
12.59,3,({310.5, 176, 0}{298, 174.5, 0})
13.73,0,({310.5, 176, 0}{313, 189.5, 0})
15.81,4,({310.5, 176, 0}{325.5, 181, 0})
17.03,7,({310.5, 176, 0}{323.5, 165, 0})
0.5,1,({311, 176, 0}{310.5, 176, 0})
13.09,3,({311, 176, 0}{298, 174.5, 0})
13.65,0,({311, 176, 0}{313, 189.5, 0})
15.34,4,({311, 176, 0}{325.5, 181, 0})
16.65,7,({311, 176, 0}{323.5, 165, 0})
12.59,1,({298, 174.5, 0}{310.5, 176, 0})
13.09,2,({298, 174.5, 0}{311, 176, 0})
21.21,0,({298, 174.5, 0}{313, 189.5, 0})
26.62,12,({298, 174.5, 0}{300.5, 148, 0})
27.21,7,({298, 174.5, 0}{323.5, 165, 0})
1.5,6,({325.5, 181, 0}{327, 181, 0})
15.12,0,({325.5, 181, 0}{313, 189.5, 0})
15.34,2,({325.5, 181, 0}{311, 176, 0})
15.81,1,({325.5, 181, 0}{310.5, 176, 0})
16.12,7,({325.5, 181, 0}{323.5, 165, 0})
12.02,8,({302, 213, 0}{298.5, 224.5, 0})
25.95,0,({302, 213, 0}{313, 189.5, 0})
34.05,18,({302, 213, 0}{285, 242.5, 0})
34.05,17,({302, 213, 0}{285, 242.5, 0})
37.96,1,({302, 213, 0}{310.5, 176, 0})
1.5,4,({327, 181, 0}{325.5, 181, 0})
16.38,0,({327, 181, 0}{313, 189.5, 0})
16.38,7,({327, 181, 0}{323.5, 165, 0})
16.76,2,({327, 181, 0}{311, 176, 0})
17.24,1,({327, 181, 0}{310.5, 176, 0})
8.06,9,({323.5, 165, 0}{324.5, 157, 0})
8.14,10,({323.5, 165, 0}{325, 157, 0})
16.12,4,({323.5, 165, 0}{325.5, 181, 0})
16.38,6,({323.5, 165, 0}{327, 181, 0})
16.65,2,({323.5, 165, 0}{311, 176, 0})
12.02,5,({298.5, 224.5, 0}{302, 213, 0})
22.5,18,({298.5, 224.5, 0}{285, 242.5, 0})
22.5,17,({298.5, 224.5, 0}{285, 242.5, 0})
37.88,0,({298.5, 224.5, 0}{313, 189.5, 0})
40.56,14,({298.5, 224.5, 0}{263.5, 204, 0})
0.5,10,({324.5, 157, 0}{325, 157, 0})
8.06,7,({324.5, 157, 0}{323.5, 165, 0})
13.46,15,({324.5, 157, 0}{321, 144, 0})
13.46,11,({324.5, 157, 0}{313, 150, 0})
23.31,2,({324.5, 157, 0}{311, 176, 0})
0.5,9,({325, 157, 0}{324.5, 157, 0})
8.14,7,({325, 157, 0}{323.5, 165, 0})
13.6,15,({325, 157, 0}{321, 144, 0})
13.89,11,({325, 157, 0}{313, 150, 0})
23.6,2,({325, 157, 0}{311, 176, 0})
10,15,({313, 150, 0}{321, 144, 0})
12.66,12,({313, 150, 0}{300.5, 148, 0})
13.46,9,({313, 150, 0}{324.5, 157, 0})
13.89,10,({313, 150, 0}{325, 157, 0})
18.31,7,({313, 150, 0}{323.5, 165, 0})
12.66,11,({300.5, 148, 0}{313, 150, 0})
20.89,15,({300.5, 148, 0}{321, 144, 0})
23.38,21,({300.5, 148, 0}{285, 130.5, 0})
25.63,9,({300.5, 148, 0}{324.5, 157, 0})
26.1,10,({300.5, 148, 0}{325, 157, 0})
9.85,16,({268, 172, 0}{259, 168, 0})
10.98,19,({268, 172, 0}{258.5, 166.5, 0})
30.1,3,({268, 172, 0}{298, 174.5, 0})
32.31,14,({268, 172, 0}{263.5, 204, 0})
40.4,12,({268, 172, 0}{300.5, 148, 0})
32.31,13,({263.5, 204, 0}{268, 172, 0})
36.28,16,({263.5, 204, 0}{259, 168, 0})
37.83,19,({263.5, 204, 0}{258.5, 166.5, 0})
39.54,5,({263.5, 204, 0}{302, 213, 0})
40.56,8,({263.5, 204, 0}{298.5, 224.5, 0})
10,11,({321, 144, 0}{313, 150, 0})
13.46,9,({321, 144, 0}{324.5, 157, 0})
13.6,10,({321, 144, 0}{325, 157, 0})
20.89,12,({321, 144, 0}{300.5, 148, 0})
21.15,7,({321, 144, 0}{323.5, 165, 0})
1.58,19,({259, 168, 0}{258.5, 166.5, 0})
9.85,13,({259, 168, 0}{268, 172, 0})
36.28,14,({259, 168, 0}{263.5, 204, 0})
39.54,3,({259, 168, 0}{298, 174.5, 0})
45.63,21,({259, 168, 0}{285, 130.5, 0})
0,18,({285, 242.5, 0}{285, 242.5, 0})
22.5,8,({285, 242.5, 0}{298.5, 224.5, 0})
34.05,5,({285, 242.5, 0}{302, 213, 0})
38.92,38,({285, 242.5, 0}{256.5, 269, 0})
40.52,37,({285, 242.5, 0}{291.5, 282.5, 0})
0,17,({285, 242.5, 0}{285, 242.5, 0})
22.5,8,({285, 242.5, 0}{298.5, 224.5, 0})
34.05,5,({285, 242.5, 0}{302, 213, 0})
38.92,38,({285, 242.5, 0}{256.5, 269, 0})
40.52,37,({285, 242.5, 0}{291.5, 282.5, 0})
1.58,16,({258.5, 166.5, 0}{259, 168, 0})
10.98,13,({258.5, 166.5, 0}{268, 172, 0})
37.83,14,({258.5, 166.5, 0}{263.5, 204, 0})
40.3,3,({258.5, 166.5, 0}{298, 174.5, 0})
