Minor_dist,Minor_link,Minor_points
38.95,17,({387.5, 146.5, 0}{416.5, 172.5, 0})
39.03,8,({387.5, 146.5, 0}{389, 185.5, 0})
39.32,18,({387.5, 146.5, 0}{417, 172.5, 0})
73.39,0,({387.5, 146.5, 0}{318.5, 171.5, 0})
12.62,14,({234, 182, 0}{227, 192.5, 0})
14.15,15,({234, 182, 0}{226.5, 194, 0})
26.09,12,({234, 182, 0}{239.5, 207.5, 0})
33.25,3,({234, 182, 0}{266.5, 189, 0})
33.47,16,({234, 182, 0}{226, 149.5, 0})
18.74,15,({239.5, 207.5, 0}{226.5, 194, 0})
19.53,14,({239.5, 207.5, 0}{227, 192.5, 0})
26.09,11,({239.5, 207.5, 0}{234, 182, 0})
32.73,3,({239.5, 207.5, 0}{266.5, 189, 0})
54.78,2,({239.5, 207.5, 0}{294, 202, 0})
24.52,6,({378.5, 229, 0}{355.5, 220.5, 0})
25.54,5,({378.5, 229, 0}{355, 219, 0})
41.01,4,({378.5, 229, 0}{337.5, 230, 0})
44.75,8,({378.5, 229, 0}{389, 185.5, 0})
46.57,9,({378.5, 229, 0}{390.5, 184, 0})
1.58,15,({227, 192.5, 0}{226.5, 194, 0})
12.62,11,({227, 192.5, 0}{234, 182, 0})
19.53,12,({227, 192.5, 0}{239.5, 207.5, 0})
39.65,3,({227, 192.5, 0}{266.5, 189, 0})
43.01,16,({227, 192.5, 0}{226, 149.5, 0})
1.58,14,({226.5, 194, 0}{227, 192.5, 0})
14.15,11,({226.5, 194, 0}{234, 182, 0})
18.74,12,({226.5, 194, 0}{239.5, 207.5, 0})
40.31,3,({226.5, 194, 0}{266.5, 189, 0})
44.5,16,({226.5, 194, 0}{226, 149.5, 0})
33.47,11,({226, 149.5, 0}{234, 182, 0})
43.01,14,({226, 149.5, 0}{227, 192.5, 0})
44.5,15,({226, 149.5, 0}{226.5, 194, 0})
56.57,3,({226, 149.5, 0}{266.5, 189, 0})
59.55,12,({226, 149.5, 0}{239.5, 207.5, 0})
0.5,18,({416.5, 172.5, 0}{417, 172.5, 0})
28.43,9,({416.5, 172.5, 0}{390.5, 184, 0})
30.42,8,({416.5, 172.5, 0}{389, 185.5, 0})
38.95,10,({416.5, 172.5, 0}{387.5, 146.5, 0})
68.09,13,({416.5, 172.5, 0}{378.5, 229, 0})
0.5,17,({417, 172.5, 0}{416.5, 172.5, 0})
28.89,9,({417, 172.5, 0}{390.5, 184, 0})
30.87,8,({417, 172.5, 0}{389, 185.5, 0})
39.32,10,({417, 172.5, 0}{387.5, 146.5, 0})
68.37,13,({417, 172.5, 0}{378.5, 229, 0})
7.52,1,({302.5, 165.5, 0}{310, 165, 0})
35.7,3,({302.5, 165.5, 0}{274, 187, 0})
36.24,2,({302.5, 165.5, 0}{274.5, 188.5, 0})
64.56,6,({302.5, 165.5, 0}{240.5, 183.5, 0})
73.89,5,({302.5, 165.5, 0}{355, 217.5, 0})
7.52,0,({310, 165, 0}{302.5, 165.5, 0})
42.19,3,({310, 165, 0}{274, 187, 0})
42.57,2,({310, 165, 0}{274.5, 188.5, 0})
69.15,5,({310, 165, 0}{355, 217.5, 0})
69.2,4,({310, 165, 0}{354.5, 218, 0})
1.58,3,({274.5, 188.5, 0}{274, 187, 0})
34.37,6,({274.5, 188.5, 0}{240.5, 183.5, 0})
36.24,0,({274.5, 188.5, 0}{302.5, 165.5, 0})
42.57,1,({274.5, 188.5, 0}{310, 165, 0})
47.57,7,({274.5, 188.5, 0}{227, 186, 0})
1.58,2,({274, 187, 0}{274.5, 188.5, 0})
33.68,6,({274, 187, 0}{240.5, 183.5, 0})
35.7,0,({274, 187, 0}{302.5, 165.5, 0})
42.19,1,({274, 187, 0}{310, 165, 0})
47.01,7,({274, 187, 0}{227, 186, 0})
0.71,5,({354.5, 218, 0}{355, 217.5, 0})
24.88,9,({354.5, 218, 0}{377.5, 227.5, 0})
47.4,10,({354.5, 218, 0}{389, 185.5, 0})
49.52,11,({354.5, 218, 0}{390.5, 184, 0})
69.2,1,({354.5, 218, 0}{310, 165, 0})
0.71,4,({355, 217.5, 0}{354.5, 218, 0})
24.62,9,({355, 217.5, 0}{377.5, 227.5, 0})
46.69,10,({355, 217.5, 0}{389, 185.5, 0})
48.81,11,({355, 217.5, 0}{390.5, 184, 0})
69.15,1,({355, 217.5, 0}{310, 165, 0})
13.73,7,({240.5, 183.5, 0}{227, 186, 0})
16.69,8,({240.5, 183.5, 0}{224, 186, 0})
33.68,3,({240.5, 183.5, 0}{274, 187, 0})
34.37,2,({240.5, 183.5, 0}{274.5, 188.5, 0})
64.56,0,({240.5, 183.5, 0}{302.5, 165.5, 0})
3,8,({227, 186, 0}{224, 186, 0})
13.73,6,({227, 186, 0}{240.5, 183.5, 0})
47.01,3,({227, 186, 0}{274, 187, 0})
47.57,2,({227, 186, 0}{274.5, 188.5, 0})
67.74,14,({227, 186, 0}{237, 119, 0})
3,7,({224, 186, 0}{227, 186, 0})
16.69,6,({224, 186, 0}{240.5, 183.5, 0})
50.01,3,({224, 186, 0}{274, 187, 0})
50.56,2,({224, 186, 0}{274.5, 188.5, 0})
68.25,14,({224, 186, 0}{237, 119, 0})
24.62,5,({377.5, 227.5, 0}{355, 217.5, 0})
24.88,4,({377.5, 227.5, 0}{354.5, 218, 0})
43.55,10,({377.5, 227.5, 0}{389, 185.5, 0})
45.4,11,({377.5, 227.5, 0}{390.5, 184, 0})
90.51,13,({377.5, 227.5, 0}{376, 137, 0})
2.12,11,({389, 185.5, 0}{390.5, 184, 0})
43.55,9,({389, 185.5, 0}{377.5, 227.5, 0})
46.69,5,({389, 185.5, 0}{355, 217.5, 0})
47.4,4,({389, 185.5, 0}{354.5, 218, 0})
50.21,13,({389, 185.5, 0}{376, 137, 0})
2.12,10,({390.5, 184, 0}{389, 185.5, 0})
45.4,9,({390.5, 184, 0}{377.5, 227.5, 0})
48.81,5,({390.5, 184, 0}{355, 217.5, 0})
49.19,13,({390.5, 184, 0}{376, 137, 0})
49.19,12,({390.5, 184, 0}{376, 137, 0})
0,13,({376, 137, 0}{376, 137, 0})
49.19,11,({376, 137, 0}{390.5, 184, 0})
50.21,10,({376, 137, 0}{389, 185.5, 0})
71.69,1,({376, 137, 0}{310, 165, 0})
78.83,0,({376, 137, 0}{302.5, 165.5, 0})
0,12,({376, 137, 0}{376, 137, 0})
49.19,11,({376, 137, 0}{390.5, 184, 0})
50.21,10,({376, 137, 0}{389, 185.5, 0})
71.69,1,({376, 137, 0}{310, 165, 0})
78.83,0,({376, 137, 0}{302.5, 165.5, 0})
64.59,6,({237, 119, 0}{240.5, 183.5, 0})
67.74,7,({237, 119, 0}{227, 186, 0})
68.25,8,({237, 119, 0}{224, 186, 0})
77.41,3,({237, 119, 0}{274, 187, 0})
78.97,2,({237, 119, 0}{274.5, 188.5, 0})
0,16,({295.5, 292.5, 0}{295.5, 292.5, 0})
13.54,17,({295.5, 292.5, 0}{309, 293.5, 0})
95.03,4,({295.5, 292.5, 0}{354.5, 218, 0})
95.74,5,({295.5, 292.5, 0}{355, 217.5, 0})
104.64,9,({295.5, 292.5, 0}{377.5, 227.5, 0})
0,15,({295.5, 292.5, 0}{295.5, 292.5, 0})
13.54,17,({295.5, 292.5, 0}{309, 293.5, 0})
95.03,4,({295.5, 292.5, 0}{354.5, 218, 0})
95.74,5,({295.5, 292.5, 0}{355, 217.5, 0})
104.64,9,({295.5, 292.5, 0}{377.5, 227.5, 0})
13.54,16,({309, 293.5, 0}{295.5, 292.5, 0})
13.54,15,({309, 293.5, 0}{295.5, 292.5, 0})
88.15,4,({309, 293.5, 0}{354.5, 218, 0})
88.84,5,({309, 293.5, 0}{355, 217.5, 0})
95.12,9,({309, 293.5, 0}{377.5, 227.5, 0})
13.01,3,({313, 176, 0}{326, 176.5, 0})
21.29,5,({313, 176, 0}{334, 179.5, 0})
22.77,6,({313, 176, 0}{335.5, 179.5, 0})
42.5,1,({313, 176, 0}{275.5, 196, 0})
42.75,2,({313, 176, 0}{274, 193.5, 0})
2.92,2,({275.5, 196, 0}{274, 193.5, 0})
16.8,4,({275.5, 196, 0}{265.5, 182.5, 0})
23.88,7,({275.5, 196, 0}{253, 204, 0})
26.41,8,({275.5, 196, 0}{250.5, 204.5, 0})
42.5,0,({275.5, 196, 0}{313, 176, 0})
2.92,1,({274, 193.5, 0}{275.5, 196, 0})
13.9,4,({274, 193.5, 0}{265.5, 182.5, 0})
23.48,7,({274, 193.5, 0}{253, 204, 0})
25.95,8,({274, 193.5, 0}{250.5, 204.5, 0})
42.75,0,({274, 193.5, 0}{313, 176, 0})
8.54,5,({326, 176.5, 0}{334, 179.5, 0})
9.96,6,({326, 176.5, 0}{335.5, 179.5, 0})
13.01,0,({326, 176.5, 0}{313, 176, 0})
54.13,1,({326, 176.5, 0}{275.5, 196, 0})
54.71,2,({326, 176.5, 0}{274, 193.5, 0})
13.9,2,({265.5, 182.5, 0}{274, 193.5, 0})
16.8,1,({265.5, 182.5, 0}{275.5, 196, 0})
24.87,7,({265.5, 182.5, 0}{253, 204, 0})
26.63,8,({265.5, 182.5, 0}{250.5, 204.5, 0})
38.94,9,({265.5, 182.5, 0}{228, 193, 0})
1.5,6,({334, 179.5, 0}{335.5, 179.5, 0})
8.54,3,({334, 179.5, 0}{326, 176.5, 0})
21.29,0,({334, 179.5, 0}{313, 176, 0})
55.33,17,({334, 179.5, 0}{389, 185.5, 0})
58.71,14,({334, 179.5, 0}{374.5, 137, 0})
1.5,5,({335.5, 179.5, 0}{334, 179.5, 0})
9.96,3,({335.5, 179.5, 0}{326, 176.5, 0})
22.77,0,({335.5, 179.5, 0}{313, 176, 0})
53.84,17,({335.5, 179.5, 0}{389, 185.5, 0})
57.68,14,({335.5, 179.5, 0}{374.5, 137, 0})
2.55,8,({253, 204, 0}{250.5, 204.5, 0})
23.48,2,({253, 204, 0}{274, 193.5, 0})
23.88,1,({253, 204, 0}{275.5, 196, 0})
24.87,4,({253, 204, 0}{265.5, 182.5, 0})
27.31,9,({253, 204, 0}{228, 193, 0})
2.55,7,({250.5, 204.5, 0}{253, 204, 0})
25.27,9,({250.5, 204.5, 0}{228, 193, 0})
25.95,2,({250.5, 204.5, 0}{274, 193.5, 0})
26.41,1,({250.5, 204.5, 0}{275.5, 196, 0})
26.63,4,({250.5, 204.5, 0}{265.5, 182.5, 0})
8.2,10,({228, 193, 0}{223, 186.5, 0})
8.49,11,({228, 193, 0}{222, 187, 0})
25.27,8,({228, 193, 0}{250.5, 204.5, 0})
27.31,7,({228, 193, 0}{253, 204, 0})
38.94,4,({228, 193, 0}{265.5, 182.5, 0})
1.12,11,({223, 186.5, 0}{222, 187, 0})
8.2,9,({223, 186.5, 0}{228, 193, 0})
32.87,8,({223, 186.5, 0}{250.5, 204.5, 0})
34.73,7,({223, 186.5, 0}{253, 204, 0})
36.99,12,({223, 186.5, 0}{229, 150, 0})
1.12,10,({222, 187, 0}{223, 186.5, 0})
8.49,9,({222, 187, 0}{228, 193, 0})
33.44,8,({222, 187, 0}{250.5, 204.5, 0})
35.36,7,({222, 187, 0}{253, 204, 0})
37.66,12,({222, 187, 0}{229, 150, 0})
36.99,10,({229, 150, 0}{223, 186.5, 0})
37.66,11,({229, 150, 0}{222, 187, 0})
43.01,9,({229, 150, 0}{228, 193, 0})
48.87,4,({229, 150, 0}{265.5, 182.5, 0})
58.59,8,({229, 150, 0}{250.5, 204.5, 0})
0,14,({374.5, 137, 0}{374.5, 137, 0})
50.62,17,({374.5, 137, 0}{389, 185.5, 0})
57.68,6,({374.5, 137, 0}{335.5, 179.5, 0})
58.71,5,({374.5, 137, 0}{334, 179.5, 0})
59.74,16,({374.5, 137, 0}{328, 99.5, 0})
0,13,({374.5, 137, 0}{374.5, 137, 0})
50.62,17,({374.5, 137, 0}{389, 185.5, 0})
57.68,6,({374.5, 137, 0}{335.5, 179.5, 0})
58.71,5,({374.5, 137, 0}{334, 179.5, 0})
59.74,16,({374.5, 137, 0}{328, 99.5, 0})
0,16,({328, 99.5, 0}{328, 99.5, 0})
59.74,14,({328, 99.5, 0}{374.5, 137, 0})
59.74,13,({328, 99.5, 0}{374.5, 137, 0})
77.03,3,({328, 99.5, 0}{326, 176.5, 0})
77.96,0,({328, 99.5, 0}{313, 176, 0})
0,15,({328, 99.5, 0}{328, 99.5, 0})
59.74,14,({328, 99.5, 0}{374.5, 137, 0})
59.74,13,({328, 99.5, 0}{374.5, 137, 0})
77.03,3,({328, 99.5, 0}{326, 176.5, 0})
77.96,0,({328, 99.5, 0}{313, 176, 0})
50.62,14,({389, 185.5, 0}{374.5, 137, 0})
50.62,13,({389, 185.5, 0}{374.5, 137, 0})
53.84,6,({389, 185.5, 0}{335.5, 179.5, 0})
55.33,5,({389, 185.5, 0}{334, 179.5, 0})
63.64,3,({389, 185.5, 0}{326, 176.5, 0})
0.71,1,({293, 166, 0}{292.5, 165.5, 0})
9.66,3,({293, 166, 0}{284, 162.5, 0})
16.62,2,({293, 166, 0}{309, 161.5, 0})
22.47,5,({293, 166, 0}{312, 154, 0})
22.9,6,({293, 166, 0}{312.5, 154, 0})
0.71,0,({292.5, 165.5, 0}{293, 166, 0})
9.01,3,({292.5, 165.5, 0}{284, 162.5, 0})
16.98,2,({292.5, 165.5, 0}{309, 161.5, 0})
22.64,5,({292.5, 165.5, 0}{312, 154, 0})
23.07,6,({292.5, 165.5, 0}{312.5, 154, 0})
8.08,5,({309, 161.5, 0}{312, 154, 0})
8.28,6,({309, 161.5, 0}{312.5, 154, 0})
16.62,0,({309, 161.5, 0}{293, 166, 0})
16.98,1,({309, 161.5, 0}{292.5, 165.5, 0})
25.02,3,({309, 161.5, 0}{284, 162.5, 0})
9.01,1,({284, 162.5, 0}{292.5, 165.5, 0})
9.66,0,({284, 162.5, 0}{293, 166, 0})
25.02,2,({284, 162.5, 0}{309, 161.5, 0})
29.26,5,({284, 162.5, 0}{312, 154, 0})
29.74,6,({284, 162.5, 0}{312.5, 154, 0})
20.89,7,({289, 223, 0}{268.5, 227, 0})
21.1,8,({289, 223, 0}{268.5, 228, 0})
36.84,9,({289, 223, 0}{254, 211.5, 0})
39.86,10,({289, 223, 0}{251.5, 209.5, 0})
57.14,0,({289, 223, 0}{293, 166, 0})
0.5,6,({312, 154, 0}{312.5, 154, 0})
8.08,2,({312, 154, 0}{309, 161.5, 0})
22.47,0,({312, 154, 0}{293, 166, 0})
22.64,1,({312, 154, 0}{292.5, 165.5, 0})
29.26,3,({312, 154, 0}{284, 162.5, 0})
0.5,5,({312.5, 154, 0}{312, 154, 0})
8.28,2,({312.5, 154, 0}{309, 161.5, 0})
22.9,0,({312.5, 154, 0}{293, 166, 0})
23.07,1,({312.5, 154, 0}{292.5, 165.5, 0})
29.74,3,({312.5, 154, 0}{284, 162.5, 0})
1,8,({268.5, 227, 0}{268.5, 228, 0})
20.89,4,({268.5, 227, 0}{289, 223, 0})
21.22,9,({268.5, 227, 0}{254, 211.5, 0})
24.4,10,({268.5, 227, 0}{251.5, 209.5, 0})
51.36,13,({268.5, 227, 0}{230, 193, 0})
1,7,({268.5, 228, 0}{268.5, 227, 0})
21.1,4,({268.5, 228, 0}{289, 223, 0})
21.97,9,({268.5, 228, 0}{254, 211.5, 0})
25.12,10,({268.5, 228, 0}{251.5, 209.5, 0})
52.03,13,({268.5, 228, 0}{230, 193, 0})
3.2,10,({254, 211.5, 0}{251.5, 209.5, 0})
21.22,7,({254, 211.5, 0}{268.5, 227, 0})
21.97,8,({254, 211.5, 0}{268.5, 228, 0})
30.3,13,({254, 211.5, 0}{230, 193, 0})
33.62,11,({254, 211.5, 0}{237, 182.5, 0})
3.2,9,({251.5, 209.5, 0}{254, 211.5, 0})
24.4,7,({251.5, 209.5, 0}{268.5, 227, 0})
25.12,8,({251.5, 209.5, 0}{268.5, 228, 0})
27.1,13,({251.5, 209.5, 0}{230, 193, 0})
30.65,11,({251.5, 209.5, 0}{237, 182.5, 0})
12.62,13,({237, 182.5, 0}{230, 193, 0})
15.04,14,({237, 182.5, 0}{222.5, 186.5, 0})
15.66,15,({237, 182.5, 0}{222, 187, 0})
30.65,10,({237, 182.5, 0}{251.5, 209.5, 0})
33.62,9,({237, 182.5, 0}{254, 211.5, 0})
64.07,4,({353, 220, 0}{289, 223, 0})
73.2,2,({353, 220, 0}{309, 161.5, 0})
77.44,6,({353, 220, 0}{312.5, 154, 0})
77.64,21,({353, 220, 0}{378, 146.5, 0})
77.7,5,({353, 220, 0}{312, 154, 0})
9.92,14,({230, 193, 0}{222.5, 186.5, 0})
10,15,({230, 193, 0}{222, 187, 0})
12.62,11,({230, 193, 0}{237, 182.5, 0})
25.1,20,({230, 193, 0}{212.5, 211, 0})
25.1,19,({230, 193, 0}{212.5, 211, 0})
0.71,15,({222.5, 186.5, 0}{222, 187, 0})
9.92,13,({222.5, 186.5, 0}{230, 193, 0})
15.04,11,({222.5, 186.5, 0}{237, 182.5, 0})
26.46,20,({222.5, 186.5, 0}{212.5, 211, 0})
26.46,19,({222.5, 186.5, 0}{212.5, 211, 0})
0.71,14,({222, 187, 0}{222.5, 186.5, 0})
10,13,({222, 187, 0}{230, 193, 0})
15.66,11,({222, 187, 0}{237, 182.5, 0})
25.81,20,({222, 187, 0}{212.5, 211, 0})
25.81,19,({222, 187, 0}{212.5, 211, 0})
11.54,17,({327, 118, 0}{316, 114.5, 0})
38.81,6,({327, 118, 0}{312.5, 154, 0})
39,5,({327, 118, 0}{312, 154, 0})
47.08,2,({327, 118, 0}{309, 161.5, 0})
58.42,21,({327, 118, 0}{378, 146.5, 0})
11.54,16,({316, 114.5, 0}{327, 118, 0})
39.65,6,({316, 114.5, 0}{312.5, 154, 0})
39.7,5,({316, 114.5, 0}{312, 154, 0})
47.52,2,({316, 114.5, 0}{309, 161.5, 0})
56.15,1,({316, 114.5, 0}{292.5, 165.5, 0})
34.34,11,({227.5, 149.5, 0}{237, 182.5, 0})
37.34,14,({227.5, 149.5, 0}{222.5, 186.5, 0})
37.9,15,({227.5, 149.5, 0}{222, 187, 0})
43.57,13,({227.5, 149.5, 0}{230, 193, 0})
57.98,3,({227.5, 149.5, 0}{284, 162.5, 0})
0,20,({212.5, 211, 0}{212.5, 211, 0})
3.81,22,({212.5, 211, 0}{209, 209.5, 0})
25.1,13,({212.5, 211, 0}{230, 193, 0})
25.81,15,({212.5, 211, 0}{222, 187, 0})
26.46,14,({212.5, 211, 0}{222.5, 186.5, 0})
0,19,({212.5, 211, 0}{212.5, 211, 0})
3.81,22,({212.5, 211, 0}{209, 209.5, 0})
25.1,13,({212.5, 211, 0}{230, 193, 0})
25.81,15,({212.5, 211, 0}{222, 187, 0})
26.46,14,({212.5, 211, 0}{222.5, 186.5, 0})
58.42,16,({378, 146.5, 0}{327, 118, 0})
65.93,6,({378, 146.5, 0}{312.5, 154, 0})
66.42,5,({378, 146.5, 0}{312, 154, 0})
69.77,17,({378, 146.5, 0}{316, 114.5, 0})
70.61,2,({378, 146.5, 0}{309, 161.5, 0})
3.81,20,({209, 209.5, 0}{212.5, 211, 0})
3.81,19,({209, 209.5, 0}{212.5, 211, 0})
25.99,15,({209, 209.5, 0}{222, 187, 0})
26.67,14,({209, 209.5, 0}{222.5, 186.5, 0})
26.71,13,({209, 209.5, 0}{230, 193, 0})
2.5,1,({285, 163, 0}{282.5, 163, 0})
23.51,2,({285, 163, 0}{273.5, 183.5, 0})
23.75,3,({285, 163, 0}{273, 183.5, 0})
24.91,4,({285, 163, 0}{309.5, 158.5, 0})
25.4,5,({285, 163, 0}{310, 158.5, 0})
2.5,0,({282.5, 163, 0}{285, 163, 0})
22.39,2,({282.5, 163, 0}{273.5, 183.5, 0})
22.59,3,({282.5, 163, 0}{273, 183.5, 0})
27.37,4,({282.5, 163, 0}{309.5, 158.5, 0})
27.87,5,({282.5, 163, 0}{310, 158.5, 0})
0.5,3,({273.5, 183.5, 0}{273, 183.5, 0})
22.39,1,({273.5, 183.5, 0}{282.5, 163, 0})
23.51,0,({273.5, 183.5, 0}{285, 163, 0})
38.5,8,({273.5, 183.5, 0}{235, 183, 0})
43.83,4,({273.5, 183.5, 0}{309.5, 158.5, 0})
0.5,2,({273, 183.5, 0}{273.5, 183.5, 0})
22.59,1,({273, 183.5, 0}{282.5, 163, 0})
23.75,0,({273, 183.5, 0}{285, 163, 0})
38,8,({273, 183.5, 0}{235, 183, 0})
44.24,4,({273, 183.5, 0}{309.5, 158.5, 0})
0.5,5,({309.5, 158.5, 0}{310, 158.5, 0})
9.96,6,({309.5, 158.5, 0}{312.5, 149, 0})
17.49,7,({309.5, 158.5, 0}{324.5, 167.5, 0})
24.91,0,({309.5, 158.5, 0}{285, 163, 0})
27.37,1,({309.5, 158.5, 0}{282.5, 163, 0})
0.5,4,({310, 158.5, 0}{309.5, 158.5, 0})
9.82,6,({310, 158.5, 0}{312.5, 149, 0})
17.07,7,({310, 158.5, 0}{324.5, 167.5, 0})
25.4,0,({310, 158.5, 0}{285, 163, 0})
27.87,1,({310, 158.5, 0}{282.5, 163, 0})
9.82,5,({312.5, 149, 0}{310, 158.5, 0})
9.96,4,({312.5, 149, 0}{309.5, 158.5, 0})
22.05,7,({312.5, 149, 0}{324.5, 167.5, 0})
30.86,0,({312.5, 149, 0}{285, 163, 0})
33.11,1,({312.5, 149, 0}{282.5, 163, 0})
17.07,5,({324.5, 167.5, 0}{310, 158.5, 0})
17.49,4,({324.5, 167.5, 0}{309.5, 158.5, 0})
22.05,6,({324.5, 167.5, 0}{312.5, 149, 0})
39.76,0,({324.5, 167.5, 0}{285, 163, 0})
42.24,1,({324.5, 167.5, 0}{282.5, 163, 0})
12.21,9,({235, 183, 0}{228, 193, 0})
34,10,({235, 183, 0}{225, 150.5, 0})
37.85,17,({235, 183, 0}{209, 210.5, 0})
38,3,({235, 183, 0}{273, 183.5, 0})
38.5,2,({235, 183, 0}{273.5, 183.5, 0})
12.21,8,({228, 193, 0}{235, 183, 0})
25.83,17,({228, 193, 0}{209, 210.5, 0})
42.61,10,({228, 193, 0}{225, 150.5, 0})
45.99,3,({228, 193, 0}{273, 183.5, 0})
46.48,2,({228, 193, 0}{273.5, 183.5, 0})
18.72,15,({225, 150.5, 0}{214.5, 135, 0})
19.24,13,({225, 150.5, 0}{216, 133.5, 0})
34,8,({225, 150.5, 0}{235, 183, 0})
35.92,14,({225, 150.5, 0}{230.5, 115, 0})
42.61,9,({225, 150.5, 0}{228, 193, 0})
1,12,({337.5, 229, 0}{337.5, 230, 0})
19.46,16,({337.5, 229, 0}{355, 220.5, 0})
19.91,18,({337.5, 229, 0}{333.5, 248.5, 0})
20.4,19,({337.5, 229, 0}{333.5, 249, 0})
62.86,7,({337.5, 229, 0}{324.5, 167.5, 0})
1,11,({337.5, 230, 0}{337.5, 229, 0})
18.93,18,({337.5, 230, 0}{333.5, 248.5, 0})
19.42,19,({337.5, 230, 0}{333.5, 249, 0})
19.91,16,({337.5, 230, 0}{355, 220.5, 0})
63.84,7,({337.5, 230, 0}{324.5, 167.5, 0})
2.12,15,({216, 133.5, 0}{214.5, 135, 0})
19.24,10,({216, 133.5, 0}{225, 150.5, 0})
23.51,14,({216, 133.5, 0}{230.5, 115, 0})
53.02,8,({216, 133.5, 0}{235, 183, 0})
60.7,9,({216, 133.5, 0}{228, 193, 0})
23.51,13,({230.5, 115, 0}{216, 133.5, 0})
25.61,15,({230.5, 115, 0}{214.5, 135, 0})
35.92,10,({230.5, 115, 0}{225, 150.5, 0})
68.15,8,({230.5, 115, 0}{235, 183, 0})
70.77,1,({230.5, 115, 0}{282.5, 163, 0})
2.12,13,({214.5, 135, 0}{216, 133.5, 0})
18.72,10,({214.5, 135, 0}{225, 150.5, 0})
25.61,14,({214.5, 135, 0}{230.5, 115, 0})
52.19,8,({214.5, 135, 0}{235, 183, 0})
59.55,9,({214.5, 135, 0}{228, 193, 0})
19.46,11,({355, 220.5, 0}{337.5, 229, 0})
19.91,12,({355, 220.5, 0}{337.5, 230, 0})
35.3,18,({355, 220.5, 0}{333.5, 248.5, 0})
35.7,19,({355, 220.5, 0}{333.5, 249, 0})
61.15,7,({355, 220.5, 0}{324.5, 167.5, 0})
25.83,9,({209, 210.5, 0}{228, 193, 0})
37.85,8,({209, 210.5, 0}{235, 183, 0})
62.1,10,({209, 210.5, 0}{225, 150.5, 0})
69.46,3,({209, 210.5, 0}{273, 183.5, 0})
69.92,2,({209, 210.5, 0}{273.5, 183.5, 0})
0.5,19,({333.5, 248.5, 0}{333.5, 249, 0})
18.93,12,({333.5, 248.5, 0}{337.5, 230, 0})
19.91,11,({333.5, 248.5, 0}{337.5, 229, 0})
35.3,16,({333.5, 248.5, 0}{355, 220.5, 0})
81.5,7,({333.5, 248.5, 0}{324.5, 167.5, 0})
0.5,18,({333.5, 249, 0}{333.5, 248.5, 0})
19.42,12,({333.5, 249, 0}{337.5, 230, 0})
20.4,11,({333.5, 249, 0}{337.5, 229, 0})
35.7,16,({333.5, 249, 0}{355, 220.5, 0})
82,7,({333.5, 249, 0}{324.5, 167.5, 0})
0,1,({276.5, 178, 0}{276.5, 178, 0})
21.8,3,({276.5, 178, 0}{294, 165, 0})
26.5,2,({276.5, 178, 0}{303, 177.5, 0})
34.08,4,({276.5, 178, 0}{309.5, 169.5, 0})
39.85,6,({276.5, 178, 0}{313, 162, 0})
0,0,({276.5, 178, 0}{276.5, 178, 0})
21.8,3,({276.5, 178, 0}{294, 165, 0})
26.5,2,({276.5, 178, 0}{303, 177.5, 0})
34.08,4,({276.5, 178, 0}{309.5, 169.5, 0})
39.85,6,({276.5, 178, 0}{313, 162, 0})
10.31,4,({303, 177.5, 0}{309.5, 169.5, 0})
15.4,3,({303, 177.5, 0}{294, 165, 0})
18.45,6,({303, 177.5, 0}{313, 162, 0})
18.5,8,({303, 177.5, 0}{321.5, 177.5, 0})
18.53,7,({303, 177.5, 0}{321.5, 178.5, 0})
15.4,2,({294, 165, 0}{303, 177.5, 0})
16.14,4,({294, 165, 0}{309.5, 169.5, 0})
19.24,6,({294, 165, 0}{313, 162, 0})
21.8,1,({294, 165, 0}{276.5, 178, 0})
21.8,0,({294, 165, 0}{276.5, 178, 0})
8.28,6,({309.5, 169.5, 0}{313, 162, 0})
10.31,2,({309.5, 169.5, 0}{303, 177.5, 0})
14.42,8,({309.5, 169.5, 0}{321.5, 177.5, 0})
15,7,({309.5, 169.5, 0}{321.5, 178.5, 0})
16.14,3,({309.5, 169.5, 0}{294, 165, 0})
32.61,11,({251.5, 212, 0}{225, 193, 0})
32.61,10,({251.5, 212, 0}{225, 193, 0})
36.91,9,({251.5, 212, 0}{230, 182, 0})
42.2,1,({251.5, 212, 0}{276.5, 178, 0})
42.2,0,({251.5, 212, 0}{276.5, 178, 0})
8.28,4,({313, 162, 0}{309.5, 169.5, 0})
17.68,8,({313, 162, 0}{321.5, 177.5, 0})
18.45,2,({313, 162, 0}{303, 177.5, 0})
18.56,7,({313, 162, 0}{321.5, 178.5, 0})
19.24,3,({313, 162, 0}{294, 165, 0})
1,8,({321.5, 178.5, 0}{321.5, 177.5, 0})
15,4,({321.5, 178.5, 0}{309.5, 169.5, 0})
18.53,2,({321.5, 178.5, 0}{303, 177.5, 0})
18.56,6,({321.5, 178.5, 0}{313, 162, 0})
30.63,3,({321.5, 178.5, 0}{294, 165, 0})
1,7,({321.5, 177.5, 0}{321.5, 178.5, 0})
14.42,4,({321.5, 177.5, 0}{309.5, 169.5, 0})
17.68,6,({321.5, 177.5, 0}{313, 162, 0})
18.5,2,({321.5, 177.5, 0}{303, 177.5, 0})
30.21,3,({321.5, 177.5, 0}{294, 165, 0})
12.08,11,({230, 182, 0}{225, 193, 0})
12.08,10,({230, 182, 0}{225, 193, 0})
